cluster,m1.C1,m1.C2,m1.C3,m1.C4,m1.C5,m1.C6,m1.C7,m1.C8,m2.C1,m2.C2,m2.C3,m2.C4,m2.C5,m2.C6,m2.C7,m3.C1,m3.C2,m3.C3,m3.C4,m3.C5,m3.C6,m3.C7,m3.C8,m3.C9,m3.C10,m3.C11,m3.C12,m3.C13,m3.C14,m4.C1,m4.C2,m4.C3,m4.C4,m4.C5,m4.C6,m4.C7,m4.C8,m4.C9,m4.C10,m4.C11,m4.C12,m4.C13,m4.C14,m5.C1,m5.C2,m5.C3,m5.C4,m5.C5,m5.C6,m5.C7,m5.C8,m5.C9,m6.C1,m6.C2,m6.C3,m6.C4,m6.C5,m6.C6,m7.C1,m7.C2,m7.C3,m7.C4,m7.C5,m7.C6,m7.C7,m8.C1,m8.C2,m8.C3,m8.C4,m8.C5,m8.C6,m8.C7
m5.C3,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,0,0,0,0,0.375,0,0,0,0,0.125,0.375,0,0,0,0,0,0,0.5,0.25,0,0,0,0
m5.C4,0,0,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0.05555555555555555,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.47368421052631576,0.10526315789473684,0,0.05263157894736842,0,0,0.42105263157894735,0.15789473684210525,0,0.05263157894736842,0,0,0,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.08333333333333333,0
m5.C5,0,0,0.07142857142857142,0.125,0.06190476190476191,0,0.03111111111111111,0,0,0,0.10666666666666667,0.0196078431372549,0,0.025210084033613446,0.05555555555555555,0.023255813953488372,0.1511111111111111,0,0,0.012987012987012988,0.01834862385321101,0.037037037037037035,0,0,0.05263157894736842,0,0.07692307692307693,0,0,0,0,0,0.08928571428571429,0.07142857142857142,0.05,0.013157894736842105,0,0.028985507246376812,0.25,0,0.07692307692307693,0.02040816326530612,0.06060606060606061,0,0,0,0,1,0,0,0,0,0.013513513513513514,0,0.5688888888888889,0.5384615384615384,0.6363636363636364,0.03111111111111111,0,0,0.35609756097560974,0.4864864864864865,0.3620689655172414,0.19555555555555557,0.008888888888888889,0,0.015384615384615385,0.4577777777777778,0.16,0.04888888888888889,0.3333333333333333,0.25
m5.C6,0,0,0.029411764705882353,0,0,0,0.08823529411764706,0,0,0,0.029411764705882353,0,0,0.08823529411764706,0,0,0.029411764705882353,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0,0.029411764705882353,0,0,0,0,0,0.029411764705882353,0,0,0,0,0,0,1,0,0,0,0,0.06666666666666667,0.058823529411764705,0,0,0.17647058823529413,0,0,0.029411764705882353,0,0,0.11764705882352941,0.14705882352941177,0,0,0.029411764705882353,0.029411764705882353,0.14705882352941177,0,0
m5.C7,0,0.0625,0.06547619047619048,0,0.047619047619047616,0,0.08365019011406843,0.06521739130434782,0,0,0.0625,0.09803921568627451,0.09090909090909091,0.10084033613445378,0.1111111111111111,0,0.09065934065934066,0,0.07317073170731707,0.06493506493506493,0.10091743119266056,0.037037037037037035,0.05,0.0625,0.10526315789473684,0.05,0,0,0,0,0,0,0.08333333333333333,0.07142857142857142,0.05,0.07894736842105263,0,0.043478260869565216,0,0.18181818181818182,0.11538461538461539,0.061224489795918366,0.06060606060606061,0,0,0,0,0,0,1,0,0,0,0,0.34615384615384615,0.3333333333333333,0,0.24242424242424243,0,0,0.08780487804878048,0.21621621621621623,0.27586206896551724,0.4725274725274725,0.1401098901098901,0,0,0.08157099697885196,0.2757352941176471,0.2770083102493075,0.5833333333333334,0.4
m5.C8,0,0,0,0,0.125,0,0.125,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0,0,0.75,0,0,0,0,0,0.25,0.75,0,0,0,0.125,0.875,0,0
m5.C9,0,0.0625,0.03571428571428571,0,0.06190476190476191,0.18181818181818182,0.14068441064638784,0.021739130434782608,0.09090909090909091,0.034482758620689655,0.05653710247349823,0.0392156862745098,0,0.23529411764705882,0.05555555555555555,0.023255813953488372,0.0812720848056537,0,0,0.03896103896103896,0.30275229357798167,0.07407407407407407,0.25,0.0625,0.05263157894736842,0.15,0.07692307692307693,0.1111111111111111,0,0,0,0,0.023809523809523808,0,0.01,0.17105263157894737,0,0.08695652173913043,0,0.18181818181818182,0.038461538461538464,0.3469387755102041,0.15151515151515152,0,0,0,0,0,0,0,0,1,0,0,0.10954063604240283,0,0,0.49469964664310956,0,0,0.01951219512195122,0.018018018018018018,0,0.2579505300353357,0.4911660777385159,0,0,0.02120141342756184,0.15073529411764705,0.4028268551236749,0,0
m6.C1,0.02857142857142857,0.0625,0.013513513513513514,0,0.013513513513513514,0,0.013513513513513514,0.021739130434782608,0.09090909090909091,0.06896551724137931,0,0.0392156862745098,0,0.013513513513513514,0,0.046511627906976744,0.013513513513513514,0,0,0.013513513513513514,0.013513513513513514,0,0,0,0,0,0,0,0,0.04,0,0.2,0.013513513513513514,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.325,0,0,0.013513513513513514,0,0,0,0,1,0,0,0,0,0,0.9629629629629629,0.5555555555555556,0.12162162162162163,0,0,0,0,0.6,0.8615384615384616,0.05405405405405406,0,0,0,0
m6.C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.06666666666666667,0.375,0,0,0.06666666666666667,0,0,0,0,1,0,0,0,0,0,0.5333333333333333,0.3333333333333333,0,0,0,0,0.4,0.26666666666666666,0.06666666666666667,0,0,0,0
m6.C3,0,0,0.1488095238095238,0.125,0.10952380952380952,0,0.07224334600760456,0,0,0,0.14802631578947367,0.0196078431372549,0,0.058823529411764705,0.3333333333333333,0.023255813953488372,0.14888888888888888,0,0.024390243902439025,0.03896103896103896,0.03669724770642202,0.1111111111111111,0.05,0.1875,0.10526315789473684,0,0.07692307692307693,0,0,0,0,0,0.18452380952380953,0.07142857142857142,0.11,0.06578947368421052,0,0.028985507246376812,0.25,0.09090909090909091,0.038461538461538464,0.04081632653061224,0.15151515151515152,0,0.45,0,0.47368421052631576,0.5688888888888889,0.058823529411764705,0.34615384615384615,0.25,0.10954063604240283,0,0,1,0,0,0,0,0,0.47804878048780486,0.5495495495495496,0.46551724137931033,0.3288888888888889,0.06683168316831684,0,0,0.4622356495468278,0.3713235294117647,0.20221606648199447,0,0.5
m6.C4,0,0,0,0,0.02564102564102564,0,0.02564102564102564,0,0,0,0.02564102564102564,0,0,0.05128205128205128,0,0,0.07692307692307693,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0.07692307692307693,0,0,0,0.05128205128205128,0,0.10526315789473684,0.5384615384615384,0,0.3333333333333333,0,0,0,0,0,1,0,0,0.02564102564102564,0,0.15384615384615385,0.28205128205128205,0.1282051282051282,0.3333333333333333,0,0,0,0.1794871794871795,0.23076923076923078,0.05128205128205128,0.8333333333333334,0.05
m6.C5,0,0,0.18181818181818182,0,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0.6363636363636364,0,0,0,0,0,0,0,0,1,0,0,0,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.09090909090909091,0,0,0,0.7272727272727273,0.18181818181818182,0,0,0
m6.C6,0.02857142857142857,0.125,0.03571428571428571,0,0.1,0,0.17110266159695817,0.10869565217391304,0,0.06896551724137931,0.06907894736842106,0.11764705882352941,0.09090909090909091,0.25210084033613445,0.05555555555555555,0.046511627906976744,0.07272727272727272,0,0.04878048780487805,0.07792207792207792,0.3669724770642202,0,0.25,0.0625,0.15789473684210525,0.15,0,0,0.125,0.04,0,0,0.041666666666666664,0.07142857142857142,0.01,0.2236842105263158,0,0.07246376811594203,0,0.36363636363636365,0.11538461538461539,0.32653061224489793,0.15151515151515152,0,0,0,0.05263157894736842,0.03111111111111111,0.17647058823529413,0.24242424242424243,0.75,0.49469964664310956,0,0,0,0,0,1,0,0,0.024390243902439025,0.0990990990990991,0.034482758620689655,0.3242424242424242,0.5242424242424243,0,0,0.045454545454545456,0.2426470588235294,0.49393939393939396,0.16666666666666666,0.1
m7.C1,0.02857142857142857,0.0625,0.018518518518518517,0,0.018518518518518517,0,0.037037037037037035,0.021739130434782608,0.09090909090909091,0.06896551724137931,0,0.0392156862745098,0,0.037037037037037035,0,0.046511627906976744,0.018518518518518517,0,0,0.018518518518518517,0.037037037037037035,0,0,0,0,0,0,0,0,0.04,0,0.2,0.018518518518518517,0,0,0,0,0,0,0,0,0.02040816326530612,0,0.7222222222222222,0.325,0.125,0,0,0,0,0,0,0.9629629629629629,0,0,0.02564102564102564,0,0,1,0,0,0,0,0,0,0.13333333333333333,0.8888888888888888,0.018518518518518517,0.018518518518518517,0,0,0
m7.C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0,0.375,0,0,0,0,0,0,0.5555555555555556,0.5333333333333333,0,0,0,0,0,1,0,0,0,0,0,0.8,0.3333333333333333,0,0,0,0,0
m7.C3,0,0.0625,0.07738095238095238,0,0.04878048780487805,0,0.03414634146341464,0,0.09090909090909091,0,0.1073170731707317,0.0196078431372549,0,0.03361344537815126,0.1111111111111111,0.046511627906976744,0.16097560975609757,0,0.024390243902439025,0.012987012987012988,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.08,0.013157894736842105,0,0.014492753623188406,0,0,0,0.02040816326530612,0,0.16666666666666666,0.45,0,0.42105263157894735,0.35609756097560974,0.029411764705882353,0.08780487804878048,0,0.01951219512195122,0.12162162162162163,0.3333333333333333,0.47804878048780486,0.15384615384615385,0.6363636363636364,0.024390243902439025,0,0,1,0,0,0,0,0,0.15384615384615385,0.5609756097560976,0.08292682926829269,0.03414634146341464,0,0.1
m7.C4,0,0,0.04504504504504504,0,0.04504504504504504,0,0.018018018018018018,0,0,0,0.08108108108108109,0.0196078431372549,0,0,0.05555555555555555,0,0.08108108108108109,0,0.024390243902439025,0,0,0.037037037037037035,0,0.0625,0.05263157894736842,0,0.07692307692307693,0,0,0,0,0,0.02702702702702703,0.07142857142857142,0.02,0,0,0.014492753623188406,0.25,0,0,0,0,0,0.025,0,0.15789473684210525,0.4864864864864865,0,0.21621621621621623,0,0.018018018018018018,0,0,0.5495495495495496,0.28205128205128205,0.09090909090909091,0.0990990990990991,0,0,0,1,0,0,0,0,0,0.5495495495495496,0.2072072072072072,0.036036036036036036,0.4166666666666667,0.15
m7.C5,0,0,0.017241379310344827,0.125,0.017241379310344827,0,0.017241379310344827,0,0,0,0.017241379310344827,0.0196078431372549,0,0,0.05555555555555555,0,0.06896551724137931,0,0,0.017241379310344827,0,0,0,0,0,0,0,0,0,0,0,0,0.017241379310344827,0,0.017241379310344827,0,0,0,0,0,0,0,0,0,0.025,0,0,0.3620689655172414,0,0.27586206896551724,0,0,0,0,0.46551724137931033,0.1282051282051282,0.18181818181818182,0.034482758620689655,0,0,0,0,1,0,0,0,0,0.5344827586206896,0.22413793103448276,0.017241379310344827,0.08333333333333333,0
m7.C6,0,0,0.07738095238095238,0,0.08571428571428572,0,0.09505703422053231,0.08695652173913043,0,0,0.08881578947368421,0.0784313725490196,0.09090909090909091,0.08403361344537816,0.1111111111111111,0,0.09418837675350701,0,0.024390243902439025,0.05194805194805195,0.12844036697247707,0.037037037037037035,0.05,0.125,0.21052631578947367,0.1,0,0,0.125,0,0,0.1,0.09523809523809523,0.07142857142857142,0.03,0.10526315789473684,0,0.014492753623188406,0,0.2727272727272727,0.23076923076923078,0.061224489795918366,0.15151515151515152,0,0.025,0,0.05263157894736842,0.19555555555555557,0.11764705882352941,0.4725274725274725,0.25,0.2579505300353357,0,0,0.3288888888888889,0.3333333333333333,0.09090909090909091,0.3242424242424242,0,0,0,0,0,1,0,0,0,0.13595166163141995,0.5036764705882353,0.3656509695290859,0.4166666666666667,0.45
m7.C7,0.05714285714285714,0.125,0.03571428571428571,0,0.0761904761904762,0,0.1634980988593156,0.15217391304347827,0,0.06896551724137931,0.06578947368421052,0.09803921568627451,0,0.33613445378151263,0,0.046511627906976744,0.07425742574257425,0,0.024390243902439025,0.05194805194805195,0.3486238532110092,0.07407407407407407,0.35,0.0625,0.05263157894736842,0.1,0,0,0,0.04,0,0,0.041666666666666664,0,0.01,0.25,0,0.11594202898550725,0,0.18181818181818182,0.11538461538461539,0.3673469387755102,0.18181818181818182,0,0.025,0,0,0.008888888888888889,0.14705882352941177,0.1401098901098901,0.75,0.4911660777385159,0,0,0.06683168316831684,0,0,0.5242424242424243,0,0,0,0,0,0,1,0,0,0.0030211480362537764,0.11397058823529412,0.4986149584487535,0,0.05
m8.C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0.13333333333333333,0.8,0,0,0,0,0,1,0,0,0,0,0,0
m8.C2,0,0.0625,0.015384615384615385,0,0.015384615384615385,0,0.03076923076923077,0.021739130434782608,0.09090909090909091,0.034482758620689655,0,0.0392156862745098,0,0.03076923076923077,0,0.023255813953488372,0.015384615384615385,0,0,0.015384615384615385,0.03076923076923077,0,0,0,0,0,0,0,0,0,0,0.2,0.015384615384615385,0,0,0,0,0,0,0,0,0.02040816326530612,0,0.7230769230769231,0.3,0.5,0,0.015384615384615385,0,0,0,0,0.8615384615384616,0.26666666666666666,0,0,0,0,0.8888888888888888,0.3333333333333333,0.15384615384615385,0,0,0,0,0,1,0,0,0,0,0
m8.C3,0,0,0.11904761904761904,0.125,0.06190476190476191,0,0.030418250950570342,0.021739130434782608,0,0,0.10526315789473684,0.09803921568627451,0,0.01680672268907563,0.16666666666666666,0.023255813953488372,0.14501510574018128,0,0.024390243902439025,0,0.01834862385321101,0.037037037037037035,0,0.0625,0.05263157894736842,0,0.07692307692307693,0,0,0,0,0.1,0.15476190476190477,0.07142857142857142,0.1,0.013157894736842105,0,0.028985507246376812,0.25,0.09090909090909091,0,0.02040816326530612,0,0.015151515151515152,0.5,0.25,0.3684210526315789,0.4577777777777778,0.029411764705882353,0.08157099697885196,0,0.02120141342756184,0.05405405405405406,0.06666666666666667,0.4622356495468278,0.1794871794871795,0.7272727272727273,0.045454545454545456,0.018518518518518517,0,0.5609756097560976,0.5495495495495496,0.5344827586206896,0.13595166163141995,0.0030211480362537764,0,0,1,0,0,0,0
m8.C4,0,0,0.05357142857142857,0,0.04285714285714286,0,0.06463878326996197,0.043478260869565216,0,0,0.04779411764705882,0,0,0.08403361344537816,0.1111111111111111,0,0.11029411764705882,0,0,0.05194805194805195,0.05504587155963303,0.037037037037037035,0,0.0625,0.05263157894736842,0,0,0,0,0,0,0,0.041666666666666664,0,0.02,0.06578947368421052,0,0.043478260869565216,0,0.18181818181818182,0.11538461538461539,0.02040816326530612,0.06060606060606061,0,0.05,0,0.05263157894736842,0.16,0.029411764705882353,0.2757352941176471,0.125,0.15073529411764705,0,0,0.3713235294117647,0.23076923076923078,0.18181818181818182,0.2426470588235294,0.018518518518518517,0,0.08292682926829269,0.2072072072072072,0.22413793103448276,0.5036764705882353,0.11397058823529412,0,0,0,1,0,0,0
m8.C5,0,0.125,0.047619047619047616,0,0.09047619047619047,0,0.12167300380228137,0.10869565217391304,0,0.034482758620689655,0.05592105263157895,0.13725490196078433,0,0.23529411764705882,0.05555555555555555,0.023255813953488372,0.07202216066481995,0,0.024390243902439025,0.012987012987012988,0.30275229357798167,0.037037037037037035,0.3,0.125,0.10526315789473684,0.15,0,0,0.125,0,0,0,0.041666666666666664,0.07142857142857142,0.02,0.18421052631578946,0,0.028985507246376812,0,0.09090909090909091,0.038461538461538464,0.32653061224489793,0.18181818181818182,0,0,0,0.05263157894736842,0.04888888888888889,0.14705882352941177,0.2770083102493075,0.875,0.4028268551236749,0,0,0.20221606648199447,0.05128205128205128,0,0.49393939393939396,0,0,0.03414634146341464,0.036036036036036036,0.017241379310344827,0.3656509695290859,0.4986149584487535,0,0,0,0,1,0,0
m8.C6,0,0,0,0,0,0,0.08333333333333333,0,0,0,0.08333333333333333,0,0,0.08333333333333333,0,0,0.08333333333333333,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,0,0,0,0.08333333333333333,0.3333333333333333,0,0.5833333333333334,0,0,0,0,0,0.8333333333333334,0,0.16666666666666666,0,0,0,0.4166666666666667,0.08333333333333333,0.4166666666666667,0,0,0,0,0,0,1,0
m8.C7,0,0,0.05,0,0.15,0,0,0,0,0,0.1,0,0.09090909090909091,0,0,0,0.1,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.4,0,0,0,0,0.5,0.05,0,0.1,0,0,0.1,0.15,0,0.45,0.05,0,0,0,0,0,0,1
